id,sentiment
2285,worry
2286,worry
2287,neutral
2288,sadness
2289,worry
2290,neutral
2291,worry
2292,happiness
2293,neutral
2294,neutral
2295,worry
2296,happiness
2297,happiness
2298,happiness
2299,neutral
2300,neutral
2301,love
2302,worry
2303,neutral
2304,happiness
2305,neutral
2306,worry
2307,happiness
2308,worry
2309,neutral
2310,neutral
2311,neutral
2312,neutral
2313,worry
2314,love
2315,happiness
2316,love
2317,happiness
2318,neutral
2319,neutral
2320,worry
2321,worry
2322,worry
2323,neutral
2324,neutral
2325,worry
2326,neutral
2327,happiness
2328,neutral
2329,happiness
2330,neutral
2331,happiness
2332,neutral
2333,happiness
2334,happiness
2335,happiness
2336,worry
2337,sadness
2338,neutral
2339,happiness
2340,worry
2341,love
2342,worry
2343,worry
2344,neutral
2345,worry
2346,happiness
2347,neutral
2348,happiness
2349,happiness
2350,neutral
2351,worry
2352,neutral
2353,neutral
2354,worry
2355,neutral
2356,happiness
2357,happiness
2358,worry
2359,love
2360,neutral
2361,love
2362,neutral
2363,neutral
2364,neutral
2365,love
2366,happiness
2367,love
2368,happiness
2369,neutral
2370,worry
2371,neutral
2372,love
2373,neutral
2374,neutral
2375,love
2376,worry
2377,happiness
2378,worry
2379,neutral
2380,happiness
2381,neutral
2382,happiness
2383,worry
2384,worry
2385,neutral
2386,happiness
2387,neutral
2388,neutral
2389,neutral
2390,happiness
2391,neutral
2392,neutral
2393,neutral
2394,worry
2395,neutral
2396,worry
2397,happiness
2398,neutral
2399,neutral
2400,love
2401,worry
2402,happiness
2403,love
2404,neutral
2405,neutral
2406,happiness
2407,neutral
2408,happiness
2409,neutral
2410,happiness
2411,neutral
2412,love
2413,love
2414,neutral
2415,worry
2416,love
2417,worry
2418,happiness
2419,happiness
2420,neutral
2421,neutral
2422,neutral
2423,neutral
2424,neutral
2425,neutral
2426,neutral
2427,neutral
2428,neutral
2429,happiness
2430,neutral
2431,happiness
2432,happiness
2433,worry
2434,happiness
2435,worry
2436,worry
2437,happiness
2438,neutral
2439,happiness
2440,neutral
2441,worry
2442,neutral
2443,happiness
2444,happiness
2445,happiness
2446,neutral
2447,happiness
2448,neutral
2449,worry
2450,happiness
2451,love
2452,happiness
2453,neutral
2454,worry
2455,happiness
2456,happiness
2457,neutral
2458,neutral
2459,happiness
2460,neutral
2461,neutral
2462,happiness
2463,neutral
2464,neutral
2465,neutral
2466,happiness
2467,neutral
2468,worry
2469,love
2470,worry
2471,neutral
2472,neutral
2473,worry
2474,neutral
2475,neutral
2476,worry
2477,happiness
2478,neutral
2479,worry
2480,happiness
2481,neutral
2482,worry
2483,worry
2484,happiness
2485,neutral
2486,sadness
2487,happiness
2488,worry
2489,happiness
2490,happiness
2491,worry
2492,happiness
2493,worry
2494,worry
2495,happiness
2496,neutral
2497,worry
2498,worry
2499,happiness
2500,worry
2501,worry
2502,worry
2503,happiness
2504,neutral
2505,neutral
2506,love
2507,neutral
2508,neutral
2509,neutral
2510,neutral
2511,neutral
2512,neutral
2513,neutral
2514,happiness
2515,neutral
2516,neutral
2517,love
2518,neutral
2519,neutral
2520,neutral
2521,neutral
2522,worry
2523,love
2524,worry
2525,neutral
2526,happiness
2527,happiness
2528,neutral
2529,worry
2530,happiness
2531,happiness
2532,neutral
2533,happiness
2534,neutral
2535,neutral
2536,worry
2537,worry
2538,worry
2539,neutral
2540,happiness
2541,worry
2542,happiness
2543,neutral
2544,worry
2545,happiness
2546,love
2547,worry
2548,sadness
2549,happiness
2550,neutral
2551,neutral
2552,neutral
2553,worry
2554,worry
2555,happiness
2556,neutral
2557,happiness
2558,worry
2559,worry
2560,worry
2561,worry
2562,neutral
2563,happiness
2564,neutral
2565,neutral
2566,neutral
2567,neutral
2568,neutral
2569,neutral
2570,love
2571,happiness
2572,happiness
2573,worry
2574,happiness
2575,neutral
2576,happiness
2577,worry
2578,neutral
2579,love
2580,worry
2581,neutral
2582,neutral
2583,neutral
2584,worry
2585,love
2586,neutral
2587,worry
2588,neutral
2589,worry
2590,neutral
2591,love
2592,worry
2593,neutral
2594,happiness
2595,happiness
2596,love
2597,neutral
2598,love
2599,happiness
2600,happiness
2601,worry
2602,neutral
2603,neutral
2604,neutral
2605,neutral
2606,love
2607,sadness
2608,happiness
2609,neutral
2610,love
2611,neutral
2612,neutral
2613,happiness
2614,neutral
2615,happiness
2616,neutral
2617,worry
2618,neutral
2619,happiness
2620,neutral
2621,neutral
2622,worry
2623,neutral
2624,love
2625,neutral
2626,worry
2627,neutral
2628,love
2629,worry
2630,worry
2631,worry
2632,happiness
2633,happiness
2634,neutral
2635,neutral
2636,neutral
2637,neutral
2638,neutral
2639,worry
2640,sadness
2641,worry
2642,neutral
2643,neutral
2644,surprise
2645,neutral
2646,love
2647,happiness
2648,happiness
2649,happiness
2650,happiness
2651,neutral
2652,neutral
2653,neutral
2654,neutral
2655,happiness
2656,happiness
2657,worry
2658,worry
2659,neutral
2660,neutral
2661,neutral
2662,neutral
2663,happiness
2664,neutral
2665,neutral
2666,worry
2667,neutral
2668,love
2669,happiness
2670,neutral
2671,happiness
2672,neutral
2673,neutral
2674,happiness
2675,happiness
2676,happiness
2677,happiness
2678,happiness
2679,neutral
2680,love
2681,love
2682,happiness
2683,neutral
2684,neutral
2685,neutral
2686,neutral
2687,worry
2688,happiness
2689,neutral
2690,neutral
2691,happiness
2692,neutral
2693,neutral
2694,neutral
2695,neutral
2696,worry
2697,love
2698,love
2699,love
2700,love
2701,neutral
2702,neutral
2703,neutral
2704,neutral
2705,sadness
2706,happiness
2707,neutral
2708,sadness
2709,happiness
2710,worry
2711,worry
2712,love
2713,worry
2714,love
2715,neutral
2716,happiness
2717,worry
2718,neutral
2719,love
2720,love
2721,neutral
2722,worry
2723,happiness
2724,neutral
2725,neutral
2726,happiness
2727,love
2728,worry
2729,happiness
2730,happiness
2731,neutral
2732,worry
2733,neutral
2734,love
2735,love
2736,neutral
2737,neutral
2738,love
2739,happiness
2740,worry
2741,neutral
2742,neutral
2743,neutral
2744,worry
2745,neutral
2746,neutral
2747,worry
2748,love
2749,love
2750,happiness
2751,neutral
2752,neutral
2753,neutral
2754,neutral
2755,neutral
2756,neutral
2757,happiness
2758,worry
2759,neutral
2760,worry
2761,worry
2762,worry
2763,worry
2764,worry
2765,worry
2766,happiness
2767,neutral
2768,happiness
2769,neutral
2770,love
2771,neutral
2772,worry
2773,worry
2774,neutral
2775,love
2776,happiness
2777,neutral
2778,neutral
2779,sadness
2780,neutral
2781,worry
2782,neutral
2783,neutral
2784,neutral
2785,neutral
2786,neutral
2787,worry
2788,love
2789,happiness
2790,neutral
2791,happiness
2792,love
2793,worry
2794,worry
2795,neutral
2796,love
2797,happiness
2798,neutral
2799,worry
2800,neutral
2801,happiness
2802,neutral
2803,neutral
2804,happiness
2805,neutral
2806,neutral
2807,worry
2808,happiness
2809,worry
2810,happiness
2811,happiness
2812,worry
2813,love
2814,neutral
2815,neutral
2816,neutral
2817,happiness
2818,worry
2819,neutral
2820,love
2821,love
2822,happiness
2823,happiness
2824,happiness
2825,worry
2826,love
2827,neutral
2828,worry
2829,neutral
2830,happiness
2831,happiness
2832,love
2833,worry
2834,happiness
2835,worry
2836,worry
2837,worry
2838,neutral
2839,worry
2840,neutral
2841,neutral
2842,neutral
2843,neutral
2844,love
2845,love
2846,happiness
2847,neutral
2848,neutral
2849,worry
2850,happiness
2851,neutral
2852,love
2853,worry
2854,neutral
2855,neutral
2856,worry
2857,worry
2858,neutral
2859,worry
2860,love
2861,happiness
2862,love
2863,neutral
2864,worry
2865,neutral
2866,neutral
2867,worry
2868,worry
2869,happiness
2870,worry
2871,love
2872,neutral
2873,happiness
2874,happiness
2875,worry
2876,happiness
2877,worry
2878,neutral
2879,worry
2880,worry
2881,happiness
2882,neutral
2883,neutral
2884,neutral
2885,neutral
2886,worry
2887,neutral
2888,happiness
2889,worry
2890,happiness
2891,worry
2892,love
2893,worry
2894,love
2895,worry
2896,happiness
2897,neutral
2898,happiness
2899,love
2900,worry
2901,neutral
2902,neutral
2903,happiness
2904,worry
2905,love
2906,neutral
2907,neutral
2908,happiness
2909,neutral
2910,love
2911,happiness
2912,neutral
2913,neutral
2914,love
2915,neutral
2916,worry
2917,happiness
2918,neutral
2919,neutral
2920,love
2921,worry
2922,neutral
2923,neutral
2924,worry
2925,neutral
2926,happiness
2927,happiness
2928,neutral
2929,neutral
2930,neutral
2931,worry
2932,worry
2933,worry
2934,happiness
2935,neutral
2936,neutral
2937,neutral
2938,neutral
2939,neutral
2940,neutral
2941,neutral
2942,worry
2943,happiness
2944,neutral
2945,neutral
2946,neutral
2947,worry
2948,love
2949,worry
2950,happiness
2951,neutral
2952,worry
2953,worry
2954,neutral
2955,worry
2956,neutral
2957,neutral
2958,neutral
2959,neutral
2960,happiness
2961,worry
2962,neutral
2963,love
2964,neutral
2965,neutral
2966,neutral
2967,happiness
2968,neutral
2969,neutral
2970,love
2971,happiness
2972,worry
2973,love
2974,happiness
2975,happiness
2976,neutral
2977,happiness
2978,worry
2979,worry
2980,neutral
2981,worry
2982,neutral
2983,worry
2984,neutral
2985,neutral
2986,neutral
2987,love
2988,worry
2989,happiness
2990,neutral
2991,love
2992,neutral
2993,happiness
2994,neutral
2995,neutral
2996,happiness
2997,worry
2998,worry
2999,worry
3000,love
3001,worry
3002,love
3003,neutral
3004,happiness
3005,neutral
3006,worry
3007,neutral
3008,worry
3009,love
3010,neutral
3011,happiness
3012,neutral
3013,worry
3014,love
3015,worry
3016,love
3017,neutral
3018,worry
3019,neutral
3020,love
3021,love
3022,worry
3023,neutral
3024,worry
3025,happiness
3026,neutral
3027,neutral
3028,neutral
3029,neutral
3030,happiness
3031,sadness
3032,neutral
3033,love
3034,neutral
3035,neutral
3036,neutral
3037,love
3038,neutral
3039,worry
3040,worry
3041,happiness
3042,neutral
3043,worry
3044,worry
3045,worry
3046,neutral
3047,love
3048,worry
3049,neutral
3050,neutral
3051,neutral
3052,neutral
3053,worry
3054,neutral
3055,neutral
3056,neutral
3057,worry
3058,worry
3059,neutral
3060,worry
3061,worry
3062,neutral
3063,neutral
3064,love
3065,worry
3066,neutral
3067,neutral
3068,neutral
3069,neutral
3070,neutral
3071,neutral
3072,worry
3073,neutral
3074,worry
3075,happiness
3076,worry
3077,neutral
3078,neutral
3079,neutral
3080,love
3081,worry
3082,happiness
3083,neutral
3084,worry
3085,happiness
3086,neutral
3087,happiness
3088,neutral
3089,happiness
3090,happiness
3091,happiness
3092,neutral
3093,worry
3094,worry
3095,worry
3096,happiness
3097,love
3098,neutral
3099,neutral
3100,love
3101,neutral
3102,worry
3103,love
3104,happiness
3105,neutral
3106,love
3107,neutral
3108,worry
3109,neutral
3110,worry
3111,happiness
3112,love
3113,worry
3114,neutral
3115,love
3116,neutral
3117,worry
3118,worry
3119,love
3120,worry
3121,worry
3122,love
3123,neutral
3124,neutral
3125,neutral
3126,neutral
3127,happiness
3128,worry
3129,love
3130,neutral
3131,neutral
3132,love
3133,worry
3134,worry
3135,worry
3136,happiness
3137,love
3138,worry
3139,happiness
3140,neutral
3141,worry
3142,happiness
3143,sadness
3144,neutral
3145,love
3146,worry
3147,neutral
3148,love
3149,neutral
3150,neutral
3151,neutral
3152,neutral
3153,neutral
3154,neutral
3155,neutral
3156,worry
3157,neutral
3158,worry
3159,neutral
3160,love
3161,happiness
3162,worry
3163,worry
3164,happiness
3165,love
3166,happiness
3167,neutral
3168,neutral
3169,happiness
3170,love
3171,happiness
3172,worry
3173,neutral
3174,worry
3175,love
3176,worry
3177,neutral
3178,neutral
3179,neutral
3180,happiness
3181,love
3182,happiness
3183,happiness
3184,neutral
3185,happiness
3186,neutral
3187,neutral
3188,neutral
3189,neutral
3190,neutral
3191,neutral
3192,worry
3193,happiness
3194,neutral
3195,worry
3196,worry
3197,love
3198,neutral
3199,worry
3200,love
3201,neutral
3202,neutral
3203,happiness
3204,happiness
3205,happiness
3206,worry
3207,worry
3208,neutral
3209,neutral
3210,worry
3211,neutral
3212,neutral
3213,neutral
3214,happiness
3215,neutral
3216,worry
3217,worry
3218,neutral
3219,happiness
3220,worry
3221,sadness
3222,neutral
3223,worry
3224,worry
3225,worry
3226,happiness
3227,neutral
3228,worry
3229,worry
3230,neutral
3231,worry
3232,neutral
3233,happiness
3234,worry
3235,happiness
3236,happiness
3237,neutral
3238,neutral
3239,worry
3240,worry
3241,happiness
3242,neutral
3243,worry
3244,love
3245,worry
3246,worry
3247,neutral
3248,neutral
3249,happiness
3250,neutral
3251,neutral
3252,worry
3253,neutral
3254,neutral
3255,happiness
3256,neutral
3257,happiness
3258,neutral
3259,worry
3260,surprise
3261,happiness
3262,neutral
3263,worry
3264,worry
3265,worry
3266,happiness
3267,neutral
3268,worry
3269,neutral
3270,neutral
3271,love
3272,happiness
3273,love
3274,neutral
3275,neutral
3276,happiness
3277,sadness
3278,happiness
3279,neutral
3280,love
3281,worry
3282,neutral
3283,worry
3284,neutral
3285,worry
3286,happiness
3287,happiness
3288,worry
3289,worry
3290,neutral
3291,neutral
3292,neutral
3293,happiness
3294,love
3295,neutral
3296,neutral
3297,worry
3298,neutral
3299,neutral
3300,happiness
3301,worry
3302,worry
3303,love
3304,neutral
3305,love
3306,neutral
3307,neutral
3308,happiness
3309,love
3310,love
3311,worry
3312,sadness
3313,happiness
3314,neutral
3315,neutral
3316,neutral
3317,worry
3318,happiness
3319,worry
3320,neutral
3321,neutral
3322,neutral
3323,happiness
3324,sadness
3325,neutral
3326,neutral
3327,worry
3328,happiness
3329,worry
3330,neutral
3331,neutral
3332,worry
3333,neutral
3334,worry
3335,love
3336,neutral
3337,neutral
3338,happiness
3339,love
3340,neutral
3341,worry
3342,neutral
3343,neutral
3344,neutral
3345,happiness
3346,sadness
3347,happiness
3348,happiness
3349,neutral
3350,neutral
3351,neutral
3352,neutral
3353,neutral
3354,happiness
3355,happiness
3356,happiness
3357,neutral
3358,worry
3359,worry
3360,happiness
3361,happiness
3362,worry
3363,neutral
3364,happiness
3365,sadness
3366,happiness
3367,neutral
3368,happiness
3369,neutral
3370,love
3371,happiness
3372,neutral
3373,neutral
3374,neutral
3375,neutral
3376,happiness
3377,happiness
3378,love
3379,neutral
3380,neutral
3381,love
3382,neutral
3383,neutral
3384,happiness
3385,neutral
3386,love
3387,neutral
3388,neutral
3389,happiness
3390,neutral
3391,happiness
3392,happiness
3393,neutral
3394,neutral
3395,neutral
3396,worry
3397,happiness
3398,neutral
3399,neutral
3400,neutral
3401,love
3402,happiness
3403,happiness
3404,neutral
3405,happiness
3406,neutral
3407,neutral
3408,neutral
3409,happiness
3410,happiness
3411,neutral
3412,love
3413,neutral
3414,worry
3415,happiness
3416,neutral
3417,happiness
3418,worry
3419,happiness
3420,neutral
3421,happiness
3422,happiness
3423,happiness
3424,neutral
3425,neutral
3426,neutral
3427,worry
3428,neutral
3429,neutral
3430,neutral
3431,neutral
3432,happiness
3433,love
3434,neutral
3435,sadness
3436,neutral
3437,neutral
3438,happiness
3439,happiness
3440,happiness
3441,neutral
3442,neutral
3443,neutral
3444,neutral
3445,worry
3446,worry
3447,neutral
3448,neutral
3449,love
3450,neutral
3451,worry
3452,neutral
3453,worry
3454,neutral
3455,neutral
3456,love
3457,neutral
3458,love
3459,happiness
3460,worry
3461,worry
3462,neutral
3463,neutral
3464,happiness
3465,neutral
3466,neutral
3467,happiness
3468,happiness
3469,worry
3470,neutral
3471,neutral
3472,neutral
3473,neutral
3474,happiness
3475,happiness
3476,worry
3477,neutral
3478,happiness
3479,worry
3480,worry
3481,happiness
3482,happiness
3483,neutral
3484,happiness
3485,happiness
3486,neutral
3487,love
3488,worry
3489,worry
3490,neutral
3491,neutral
3492,love
3493,happiness
3494,love
3495,love
3496,happiness
3497,love
3498,happiness
3499,worry
3500,worry
3501,worry
3502,love
3503,love
3504,neutral
3505,neutral
3506,neutral
3507,worry
3508,love
3509,neutral
3510,love
3511,neutral
3512,neutral
3513,worry
3514,neutral
3515,neutral
3516,love
3517,happiness
3518,neutral
3519,love
3520,neutral
3521,happiness
3522,happiness
3523,neutral
3524,neutral
3525,neutral
3526,neutral
3527,neutral
3528,happiness
3529,worry
3530,neutral
3531,happiness
3532,neutral
3533,worry
3534,neutral
3535,neutral
3536,happiness
3537,neutral
3538,love
3539,love
3540,worry
3541,happiness
3542,neutral
3543,worry
3544,happiness
3545,neutral
3546,neutral
3547,neutral
3548,worry
3549,worry
3550,worry
3551,love
3552,worry
3553,neutral
3554,neutral
3555,love
3556,neutral
3557,worry
3558,neutral
3559,neutral
3560,worry
3561,neutral
3562,neutral
3563,worry
3564,neutral
3565,love
3566,love
3567,neutral
3568,neutral
3569,worry
3570,happiness
3571,neutral
3572,love
3573,happiness
3574,neutral
3575,happiness
3576,worry
3577,love
3578,happiness
3579,neutral
3580,love
3581,love
3582,neutral
3583,love
3584,neutral
3585,sadness
3586,neutral
3587,worry
3588,love
3589,love
3590,love
3591,worry
3592,neutral
3593,worry
3594,neutral
3595,happiness
3596,neutral
3597,worry
3598,neutral
3599,happiness
3600,neutral
3601,worry
3602,neutral
3603,neutral
3604,neutral
3605,neutral
3606,neutral
3607,neutral
3608,neutral
3609,happiness
3610,neutral
3611,happiness
3612,neutral
3613,happiness
3614,neutral
3615,neutral
3616,happiness
3617,neutral
3618,neutral
3619,neutral
3620,happiness
3621,love
3622,love
3623,worry
3624,worry
3625,happiness
3626,sadness
3627,happiness
3628,happiness
3629,neutral
3630,neutral
3631,worry
3632,worry
3633,neutral
3634,neutral
3635,love
3636,love
3637,worry
3638,worry
3639,worry
3640,love
3641,love
3642,worry
3643,neutral
3644,neutral
3645,neutral
3646,happiness
3647,worry
3648,love
3649,happiness
3650,happiness
3651,neutral
3652,neutral
3653,neutral
3654,happiness
3655,happiness
3656,neutral
3657,neutral
3658,happiness
3659,worry
3660,neutral
3661,worry
3662,happiness
3663,love
3664,neutral
3665,neutral
3666,neutral
3667,happiness
3668,neutral
3669,happiness
3670,worry
3671,neutral
3672,neutral
3673,neutral
3674,worry
3675,love
3676,neutral
3677,neutral
3678,neutral
3679,love
3680,love
3681,happiness
3682,neutral
3683,worry
3684,worry
3685,worry
3686,love
3687,neutral
3688,neutral
3689,happiness
3690,worry
3691,neutral
3692,neutral
3693,neutral
3694,love
3695,neutral
3696,neutral
3697,happiness
3698,love
3699,happiness
3700,neutral
3701,neutral
3702,neutral
3703,neutral
3704,neutral
3705,love
3706,worry
3707,happiness
3708,neutral
3709,neutral
3710,neutral
3711,worry
3712,neutral
3713,happiness
3714,neutral
3715,neutral
3716,happiness
3717,worry
3718,neutral
3719,neutral
3720,love
3721,neutral
3722,neutral
3723,neutral
3724,neutral
3725,love
3726,neutral
3727,neutral
3728,neutral
3729,neutral
3730,neutral
3731,neutral
3732,neutral
3733,neutral
3734,neutral
3735,neutral
3736,love
3737,love
3738,neutral
3739,love
3740,neutral
3741,happiness
3742,love
3743,neutral
3744,neutral
3745,worry
3746,neutral
3747,neutral
3748,love
3749,worry
3750,worry
3751,worry
3752,worry
3753,worry
3754,neutral
3755,happiness
3756,happiness
3757,worry
3758,worry
3759,love
3760,happiness
3761,worry
3762,neutral
3763,neutral
3764,neutral
3765,happiness
3766,worry
3767,worry
3768,neutral
3769,neutral
3770,worry
3771,happiness
3772,love
3773,neutral
3774,neutral
3775,neutral
3776,neutral
3777,worry
3778,love
3779,love
3780,worry
3781,neutral
3782,love
3783,happiness
3784,neutral
3785,neutral
3786,happiness
3787,happiness
3788,love
3789,neutral
3790,worry
3791,love
3792,neutral
3793,happiness
3794,love
3795,love
3796,love
3797,worry
3798,neutral
3799,neutral
3800,neutral
3801,neutral
3802,neutral
3803,worry
3804,happiness
3805,worry
3806,neutral
3807,neutral
3808,neutral
3809,neutral
3810,neutral
3811,neutral
3812,happiness
3813,neutral
3814,worry
3815,neutral
3816,neutral
3817,neutral
3818,happiness
3819,neutral
3820,love
3821,happiness
3822,neutral
3823,worry
3824,love
3825,worry
3826,neutral
3827,worry
3828,neutral
3829,neutral
3830,neutral
3831,sadness
3832,love
3833,worry
3834,love
3835,love
3836,neutral
3837,worry
3838,worry
3839,neutral
3840,neutral
3841,love
3842,worry
3843,love
3844,happiness
3845,neutral
3846,happiness
3847,neutral
3848,happiness
3849,worry
3850,neutral
3851,worry
3852,neutral
3853,neutral
3854,neutral
3855,neutral
3856,neutral
3857,love
3858,neutral
3859,happiness
3860,neutral
3861,neutral
3862,happiness
3863,happiness
3864,happiness
3865,neutral
3866,happiness
3867,worry
3868,neutral
3869,love
3870,happiness
3871,happiness
3872,love
3873,love
3874,neutral
3875,love
3876,neutral
3877,love
3878,happiness
3879,happiness
3880,worry
3881,love
3882,worry
3883,love
3884,worry
3885,happiness
3886,worry
3887,love
3888,neutral
3889,neutral
3890,neutral
3891,worry
3892,neutral
3893,neutral
3894,worry
3895,love
3896,neutral
3897,worry
3898,neutral
3899,worry
3900,love
3901,worry
3902,happiness
3903,neutral
3904,neutral
3905,neutral
3906,neutral
3907,neutral
3908,love
3909,worry
3910,worry
3911,worry
3912,worry
3913,worry
3914,worry
3915,worry
3916,neutral
3917,neutral
3918,sadness
3919,worry
3920,neutral
3921,happiness
3922,neutral
3923,worry
3924,neutral
3925,neutral
3926,love
3927,worry
3928,worry
3929,sadness
3930,neutral
3931,sadness
3932,worry
3933,neutral
3934,neutral
3935,neutral
3936,neutral
3937,neutral
3938,happiness
3939,worry
3940,happiness
3941,worry
3942,love
3943,neutral
3944,neutral
3945,happiness
3946,worry
3947,neutral
3948,neutral
3949,happiness
3950,love
3951,neutral
3952,neutral
3953,sadness
3954,neutral
3955,neutral
3956,neutral
3957,neutral
3958,happiness
3959,love
3960,love
3961,worry
3962,happiness
3963,love
3964,happiness
3965,worry
3966,worry
3967,neutral
3968,love
3969,neutral
3970,happiness
3971,worry
3972,happiness
3973,happiness
3974,love
3975,neutral
3976,neutral
3977,happiness
3978,neutral
3979,neutral
3980,neutral
3981,happiness
3982,neutral
3983,neutral
3984,neutral
3985,happiness
3986,sadness
3987,neutral
3988,happiness
3989,neutral
3990,happiness
3991,neutral
3992,love
3993,happiness
3994,worry
3995,happiness
3996,worry
3997,love
3998,worry
3999,neutral
4000,neutral
4001,neutral
4002,neutral
4003,worry
4004,neutral
4005,worry
4006,happiness
4007,worry
4008,worry
4009,neutral
4010,worry
4011,love
4012,happiness
4013,happiness
4014,happiness
4015,neutral
4016,neutral
4017,neutral
4018,love
4019,neutral
4020,love
4021,worry
4022,neutral
4023,love
4024,happiness
4025,happiness
4026,neutral
4027,worry
4028,neutral
4029,love
4030,neutral
4031,happiness
4032,worry
4033,love
4034,happiness
4035,neutral
4036,happiness
4037,worry
4038,sadness
4039,neutral
4040,neutral
4041,worry
4042,worry
4043,neutral
4044,neutral
4045,happiness
4046,love
4047,worry
4048,neutral
4049,love
4050,neutral
4051,neutral
4052,neutral
4053,worry
4054,neutral
4055,worry
4056,neutral
4057,neutral
4058,love
4059,happiness
4060,worry
4061,love
4062,worry
4063,love
4064,neutral
4065,neutral
4066,neutral
4067,happiness
4068,neutral
4069,happiness
4070,neutral
4071,love
4072,love
4073,happiness
4074,happiness
4075,neutral
4076,neutral
4077,worry
4078,happiness
4079,neutral
4080,happiness
4081,neutral
4082,worry
4083,worry
4084,love
4085,neutral
4086,worry
4087,neutral
4088,happiness
4089,neutral
4090,worry
4091,worry
4092,worry
4093,neutral
4094,love
4095,happiness
4096,happiness
4097,worry
4098,neutral
4099,neutral
4100,love
4101,love
4102,neutral
4103,neutral
4104,neutral
4105,neutral
4106,happiness
4107,neutral
4108,neutral
4109,worry
4110,worry
4111,worry
4112,love
4113,worry
4114,worry
4115,happiness
4116,happiness
4117,worry
4118,worry
4119,neutral
4120,worry
4121,neutral
4122,neutral
4123,happiness
4124,neutral
4125,worry
4126,neutral
4127,worry
4128,worry
4129,happiness
4130,happiness
4131,worry
4132,happiness
4133,neutral
4134,happiness
4135,neutral
4136,happiness
4137,happiness
4138,happiness
4139,worry
4140,worry
4141,love
4142,worry
4143,neutral
4144,worry
4145,neutral
4146,happiness
4147,neutral
4148,worry
4149,neutral
4150,worry
4151,love
4152,happiness
4153,neutral
4154,neutral
4155,happiness
4156,love
4157,neutral
4158,happiness
4159,happiness
4160,neutral
4161,love
4162,neutral
4163,happiness
4164,worry
4165,happiness
4166,love
4167,worry
4168,neutral
4169,worry
4170,worry
4171,neutral
4172,neutral
4173,neutral
4174,neutral
4175,worry
4176,neutral
4177,worry
4178,neutral
4179,neutral
4180,happiness
4181,neutral
4182,happiness
4183,worry
4184,worry
4185,worry
4186,worry
4187,happiness
4188,happiness
4189,happiness
4190,neutral
4191,neutral
4192,neutral
4193,happiness
4194,worry
4195,sadness
4196,love
4197,happiness
4198,happiness
4199,happiness
4200,neutral
4201,neutral
4202,worry
4203,neutral
4204,love
4205,worry
4206,worry
4207,love
4208,neutral
4209,neutral
4210,worry
4211,happiness
4212,worry
4213,neutral
4214,neutral
4215,neutral
4216,neutral
4217,happiness
4218,worry
4219,neutral
4220,neutral
4221,worry
4222,happiness
4223,worry
4224,neutral
4225,neutral
4226,worry
4227,neutral
4228,neutral
4229,neutral
4230,love
4231,neutral
4232,worry
4233,worry
4234,neutral
4235,love
4236,love
4237,neutral
4238,worry
4239,neutral
4240,neutral
4241,worry
4242,love
4243,neutral
4244,worry
4245,love
4246,neutral
4247,love
4248,worry
4249,neutral
4250,neutral
4251,happiness
4252,neutral
4253,neutral
4254,worry
4255,neutral
4256,worry
4257,love
4258,neutral
4259,neutral
4260,worry
4261,happiness
4262,love
4263,worry
4264,neutral
4265,neutral
4266,neutral
4267,happiness
4268,neutral
4269,worry
4270,neutral
4271,worry
4272,neutral
4273,neutral
4274,love
4275,neutral
4276,worry
4277,love
4278,worry
4279,neutral
4280,neutral
4281,worry
4282,neutral
4283,neutral
4284,worry
4285,love
4286,worry
4287,happiness
4288,neutral
4289,happiness
4290,neutral
4291,love
4292,sadness
4293,neutral
4294,worry
4295,worry
4296,worry
4297,worry
4298,neutral
4299,love
4300,neutral
4301,love
4302,happiness
4303,neutral
4304,neutral
4305,neutral
4306,worry
4307,happiness
4308,worry
4309,neutral
4310,love
4311,happiness
4312,sadness
4313,love
4314,worry
4315,love
4316,love
4317,happiness
4318,love
4319,happiness
4320,worry
4321,neutral
4322,neutral
4323,neutral
4324,worry
4325,worry
4326,neutral
4327,neutral
4328,neutral
4329,neutral
4330,happiness
4331,happiness
4332,love
4333,love
4334,happiness
4335,neutral
4336,neutral
4337,sadness
4338,happiness
4339,neutral
4340,neutral
4341,neutral
4342,neutral
4343,sadness
4344,worry
4345,love
4346,neutral
4347,worry
4348,neutral
4349,happiness
4350,neutral
4351,love
4352,neutral
4353,neutral
4354,neutral
4355,happiness
4356,sadness
4357,love
4358,neutral
4359,neutral
4360,love
4361,worry
4362,neutral
4363,neutral
4364,neutral
4365,neutral
4366,worry
4367,worry
4368,neutral
4369,neutral
4370,neutral
4371,neutral
4372,neutral
4373,happiness
4374,neutral
4375,neutral
4376,neutral
4377,neutral
4378,happiness
4379,neutral
4380,happiness
4381,love
4382,worry
4383,worry
4384,worry
4385,happiness
4386,neutral
4387,love
4388,neutral
4389,happiness
4390,worry
4391,love
4392,happiness
4393,love
4394,neutral
4395,worry
4396,neutral
4397,love
4398,neutral
4399,worry
4400,neutral
4401,neutral
4402,love
4403,neutral
4404,happiness
4405,neutral
4406,neutral
4407,worry
4408,neutral
4409,worry
4410,neutral
4411,worry
4412,love
4413,neutral
4414,neutral
4415,neutral
4416,worry
4417,neutral
4418,happiness
4419,neutral
4420,neutral
4421,love
4422,neutral
4423,love
4424,neutral
4425,happiness
4426,worry
4427,neutral
4428,neutral
4429,worry
4430,happiness
4431,love
4432,neutral
